loss,mape,val_loss,val_mape
0.02149689942598343,68826.21875,0.009469179436564445,192579.453125
0.00721189146861434,59135.34375,0.0067819696851074696,199976.671875
0.006191295105963945,56168.59375,0.005684636998921633,187673.03125
0.005566711071878672,39270.4375,0.0048684305511415005,106608.90625
0.0048345960676670074,43739.2578125,0.0038746907375752926,171934.125
0.004305961076170206,42371.44140625,0.003916868474334478,175887.484375
